Type de sainteté,Titulaire du dossier,Nom,Statut religieux,Statut,Sexe,Id
conf.,oui,Fridericus,régulier,ecclésiastique,homme,Fridericus (1249)
conf.,oui,Fridericus,séculier,ecclésiastique,homme,Fridericus (1250)
conf.,oui,Fridericus,séculier,ecclésiastique,homme,Fridericus (1251)
conf.,oui,Frideswida,régulier,ecclésiastique,femme,Frideswida (1252)
conf.,oui,Fridolinus,régulier,ecclésiastique,homme,Fridolinus (1253)
conf.,oui,Frigdianus,séculier,ecclésiastique,homme,Frigdianus (1254)
conf.,oui,Frodobertus,régulier,ecclésiastique,homme,Frodobertus (1255)
conf.,oui,Froilanus,séculier,ecclésiastique,homme,Froilanus (1256)
martyr,oui,Frontasius,séculier,laïc,homme,Frontasius (1257)
conf.,oui,Fronto,séculier,ecclésiastique,homme,Fronto (1258)
conf.,oui,Frontonius,régulier,ecclésiastique,homme,Frontonius (1259)
conf.,oui,Fructuosus,séculier,ecclésiastique,homme,Fructuosus (1260)
martyr,oui,Fructuosus,séculier,ecclésiastique,homme,Fructuosus (1261)
conf.,oui,Frumentius,séculier,ecclésiastique,homme,Frumentius (1262)
conf.,oui,Fulcrannus,séculier,ecclésiastique,homme,Fulcrannus (1263)
conf.,oui,Fulgentius,séculier,ecclésiastique,homme,Fulgentius (1264)
conf.,oui,Fulgentius,séculier,ecclésiastique,homme,Fulgentius (1265)
conf.,oui,Furseus,régulier,ecclésiastique,homme,Furseus (1266)
martyr,oui,Fusca,séculier,laïc,femme,Fusca (1267)
martyr,oui,Fuscianus,séculier,laïc,homme,Fuscianus (1268)
conf.,oui,Fuscina,séculier,laïc,femme,Fuscina (1269)
martyr,oui,Gabinius,séculier,ecclésiastique,homme,Gabinius (1270)
martyr,non,Gaius,séculier,laïc,homme,Gaius (1271)
conf.,oui,Gaius,séculier,ecclésiastique,homme,Gaius (1272)
conf.,oui,Gaius,séculier,ecclésiastique,homme,Gaius (1273)
conf.,oui,Galdinus,séculier,ecclésiastique,homme,Galdinus (1274)
conf.,oui,Galganus,régulier,ecclésiastique,homme,Galganus (1275)
conf.,oui,Galla,régulier,ecclésiastique,femme,Galla (1276)
conf.,oui,Galla,séculier,laïc,femme,Galla (1277)
martyr,oui,Gallicanus,séculier,laïc,homme,Gallicanus (1278)
conf.,oui,Gallus,régulier,ecclésiastique,homme,Gallus (1279)
conf.,oui,Gallus,séculier,ecclésiastique,homme,Gallus (1280)
conf.,oui,Gamulbertus,séculier,ecclésiastique,homme,Gamulbertus (1281)
conf.,oui,Gandolphus,régulier,laïc,homme,Gandolphus (1282)
conf.,oui,Garembertus,régulier,ecclésiastique,homme,Garembertus (1283)
conf.,oui,Gatianus,séculier,ecclésiastique,homme,Gatianus (1284)
conf.,oui,Gaucherius,régulier,ecclésiastique,homme,Gaucherius (1285)
conf.,oui,Gaudentius,séculier,ecclésiastique,homme,Gaudentius (1286)
martyr,oui,Gaudentius,séculier,ecclésiastique,homme,Gaudentius (1287)
martyr,oui,Gaudentius,séculier,ecclésiastique,homme,Gaudentius (1288)
conf.,oui,Gaudentius,séculier,ecclésiastique,homme,Gaudentius (1289)
martyr,oui,Gaudentius,séculier,ecclésiastique,homme,Gaudentius (1290)
conf.,oui,Gaudiosus,séculier,ecclésiastique,homme,Gaudiosus (1291)
conf.,oui,Gaudus,séculier,ecclésiastique,homme,Gaudus (1292)
conf.,oui,Gaufridus,régulier,ecclésiastique,homme,Gaufridus (1293)
conf.,oui,Gaufridus,séculier,ecclésiastique,homme,Gaufridus (1294)
conf.,oui,Gaufridus,régulier,ecclésiastique,homme,Gaufridus (1295)
conf.,oui,Gaugericus,séculier,ecclésiastique,homme,Gaugericus (1296)
conf.,oui,Gauzlinus,séculier,ecclésiastique,homme,Gauzlinus (1297)
conf.,oui,Gebehardus,séculier,ecclésiastique,homme,Gebehardus (1298)
conf.,oui,Gebehardus,séculier,ecclésiastique,homme,Gebehardus (1299)
conf.,oui,Gebizo,régulier,ecclésiastique,homme,Gebizo (1300)
conf.,oui,Gelasius,séculier,ecclésiastique,homme,Gelasius (1301)
conf.,oui,Geminianus,séculier,ecclésiastique,homme,Geminianus (1302)
martyr,non,Geminianus,séculier,laïc,homme,Geminianus (1303)
martyr,oui,Gemma,séculier,laïc,femme,Gemma (1304)
conf.,oui,Genebaudus,séculier,ecclésiastique,homme,Genebaudus (1305)
martyr,oui,Genesius,séculier,laïc,homme,Genesius (1306)
conf.,oui,Genesius,séculier,ecclésiastique,homme,Genesius (1307)
conf.,oui,Genesius,séculier,ecclésiastique,homme,Genesius (1308)
martyr,oui,Genesius,séculier,laïc,homme,Genesius (1309)
martyr,oui,Genesius,séculier,laïc,homme,Genesius (1310)
martyr,oui,Genesius,séculier,laïc,homme,Genesius (1311)
martyr,oui,Gengulfus,séculier,laïc,homme,Gengulfus (1312)
martyr,oui,Genius,séculier,laïc,homme,Genius (1313)
conf.,oui,Genovefa,séculier,laïc,femme,Genovefa (1314)
martyr,non,Gentianus,séculier,laïc,homme,Gentianus (1315)
martyr,oui,Gentianus,séculier,laïc,homme,Gentianus (1316)
conf.,oui,Genulfus,régulier,ecclésiastique,homme,Genulfus (1317)
conf.,oui,Georgia,séculier,laïc,femme,Georgia (1318)
conf.,oui,Georgius,séculier,ecclésiastique,homme,Georgius (1319)
martyr,oui,Georgius,séculier,laïc,homme,Georgius (1320)
martyr,oui,Georgius,régulier,ecclésiastique,homme,Georgius (1321)
conf.,oui,Georgius,séculier,ecclésiastique,homme,Georgius (1322)
conf.,oui,Geraldus,séculier,laïc,homme,Geraldus (1323)
conf.,oui,Geraldus,séculier,ecclésiastique,homme,Geraldus (1324)
conf.,oui,Geraldus,régulier,ecclésiastique,homme,Geraldus (1325)
conf.,oui,Geraldus,régulier,ecclésiastique,homme,Geraldus (1326)
conf.,oui,Gerannus,séculier,ecclésiastique,homme,Gerannus (1327)
conf.,oui,Gerardesca,régulier,laïc,femme,Gerardesca (1328)
conf.,oui,Gerardus,séculier,ecclésiastique,homme,Gerardus (1329)
martyr,oui,Gerardus,régulier,ecclésiastique,homme,Gerardus (1330)
conf.,oui,Gerardus,séculier,ecclésiastique,homme,Gerardus (1331)
conf.,oui,Gerardus,séculier,laïc,homme,Gerardus (1332)
conf.,oui,Gerardus,séculier,ecclésiastique,homme,Gerardus (1333)
conf.,oui,Gerardus,régulier,ecclésiastique,homme,Gerardus (1334)
martyr,non,Gerebernus,séculier,ecclésiastique,homme,Gerebernus (1335)
conf.,oui,Gereboldus,séculier,ecclésiastique,homme,Gereboldus (1336)
conf.,oui,Geremarus,régulier,ecclésiastique,homme,Geremarus (1337)
martyr,oui,Gereon,séculier,laïc,homme,Gereon (1338)
conf.,oui,Gerius,séculier,laïc,homme,Gerius (1339)
conf.,oui,Gerlacus,régulier,laïc,homme,Gerlacus (1340)
conf.,oui,Gerlandus,séculier,ecclésiastique,homme,Gerlandus (1341)
conf.,oui,Gerlandus,séculier,laïc,homme,Gerlandus (1342)
martyr,oui,Germana,séculier,laïc,femme,Germana (1343)
martyr,non,Germanus,séculier,ecclésiastique,homme,Germanus (1344)
martyr,non,Germanus,séculier,laïc,homme,Germanus (1345)
martyr,oui,Germanus,séculier,ecclésiastique,homme,Germanus (1346)
conf.,oui,Germanus,séculier,ecclésiastique,homme,Germanus (1347)
conf.,oui,Germanus,séculier,ecclésiastique,homme,Germanus (1348)
martyr,oui,Germanus,séculier,laïc,homme,Germanus (1349)
martyr,oui,Germanus,régulier,ecclésiastique,homme,Germanus (1350)
conf.,oui,Germanus,séculier,ecclésiastique,homme,Germanus (1351)
martyr,oui,Germanus,séculier,laïc,homme,Germanus (1352)
conf.,oui,Germanus,séculier,ecclésiastique,homme,Germanus (1353)
conf.,oui,Germerius,séculier,ecclésiastique,homme,Germerius (1354)
martyr,oui,Gerontius,séculier,laïc,homme,Gerontius (1355)
conf.,oui,Gertrudis,régulier,ecclésiastique,femme,Gertrudis (1356)
conf.,oui,Gertrudis,régulier,ecclésiastique,femme,Gertrudis (1357)
conf.,oui,Gertrudis,régulier,ecclésiastique,femme,Gertrudis (1358)
martyr,oui,Gerulfus,séculier,laïc,homme,Gerulfus (1359)
conf.,oui,Gervadius,régulier,ecclésiastique,homme,Gervadius (1360)
martyr,oui,Gervasius,séculier,ecclésiastique,homme,Gervasius (1361)
martyr,oui,Gervasius,séculier,laïc,homme,Gervasius (1362)
conf.,oui,Gervinus,régulier,ecclésiastique,homme,Gervinus (1363)
martyr,oui,Getulius,séculier,laïc,homme,Getulius (1364)
conf.,oui,Gibrianus,séculier,ecclésiastique,homme,Gibrianus (1365)
conf.,oui,Gilbertus,séculier,ecclésiastique,homme,Gilbertus (1366)
conf.,oui,Gilbertus,séculier,ecclésiastique,homme,Gilbertus (1367)
conf.,oui,Gildardus,séculier,ecclésiastique,homme,Gildardus (1368)
conf.,oui,Gildas,régulier,ecclésiastique,homme,Gildas (1369)
conf.,oui,Gilduinus,séculier,ecclésiastique,homme,Gilduinus (1370)
conf.,oui,Giraldus,régulier,ecclésiastique,homme,Giraldus (1371)
conf.,oui,Girardus,régulier,ecclésiastique,homme,Girardus (1372)
conf.,oui,Girardus,séculier,ecclésiastique,homme,Girardus (1373)
conf.,non,Girvenses,régulier,ecclésiastique,homme,Girvenses (1374)
conf.,oui,Gislenus,régulier,ecclésiastique,homme,Gislenus (1375)
conf.,oui,Glodesindis,régulier,ecclésiastique,femme,Glodesindis (1376)
conf.,oui,Goar,séculier,ecclésiastique,homme,Goar (1377)
martyr,oui,Gobanus,séculier,ecclésiastique,homme,Gobanus (1378)
conf.,oui,Gobertus,régulier,ecclésiastique,homme,Gobertus (1379)
conf.,oui,Godeberta,régulier,laïc,femme,Godeberta (1380)
conf.,oui,Godefridus,séculier,ecclésiastique,homme,Godefridus (1381)
conf.,oui,Godefridus,régulier,ecclésiastique,homme,Godefridus (1382)
conf.,oui,Godefridus,régulier,ecclésiastique,homme,Godefridus (1383)
conf.,oui,Godehardus,séculier,ecclésiastique,homme,Godehardus (1384)
martyr,oui,Godeleva,séculier,laïc,femme,Godeleva (1385)
conf.,oui,Godo,régulier,ecclésiastique,homme,Godo (1386)
conf.,oui,Godricus,régulier,ecclésiastique,homme,Godricus (1387)
conf.,oui,Godscalcus,séculier,ecclésiastique,homme,Godscalcus (1388)
conf.,oui,Goericus,séculier,ecclésiastique,homme,Goericus (1389)
conf.,oui,Goeznoveus,régulier,ecclésiastique,homme,Goeznoveus (1390)
conf.,oui,Golvenus,séculier,ecclésiastique,homme,Golvenus (1391)
conf.,oui,Gonerius,régulier,ecclésiastique,homme,Gonerius (1392)
martyr,oui,Gordianus,séculier,laïc,homme,Gordianus (1393)
martyr,oui,Gorgonius,séculier,laïc,homme,Gorgonius (1394)
martyr,oui,Gorgonius,séculier,laïc,homme,Gorgonius (1395)
conf.,oui,Goslinus,régulier,ecclésiastique,homme,Goslinus (1396)
martyr,oui,Goswinus,séculier,laïc,homme,Goswinus (1397)
conf.,oui,Goswinus,régulier,ecclésiastique,homme,Goswinus (1398)
conf.,oui,Gothalmus,séculier,laïc,homme,Gothalmus (1399)
conf.,oui,Grata,séculier,laïc,femme,Grata (1400)
martyr,oui,Gratianus,séculier,laïc,homme,Gratianus (1401)
martyr,oui,Gratilianus,séculier,laïc,homme,Gratilianus (1402)
martyr,oui,Gratinianus,séculier,laïc,homme,Gratinianus (1403)
conf.,oui,Gratus,séculier,ecclésiastique,homme,Gratus (1404)
conf.,oui,Gratus,séculier,ecclésiastique,homme,Gratus (1405)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1406)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1407)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1408)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1409)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1410)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1411)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1412)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1413)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1414)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1415)
conf.,oui,Gregorius,régulier,ecclésiastique,homme,Gregorius (1416)
conf.,oui,Gregorius,séculier,laïc,homme,Gregorius (1417)
martyr,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1418)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1419)
conf.,oui,Gregorius,régulier,ecclésiastique,homme,Gregorius (1420)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (1421)
conf.,oui,Gregorius,régulier,ecclésiastique,homme,Gregorius (1422)
conf.,oui,Grimbaldus,régulier,ecclésiastique,homme,Grimbaldus (1423)
conf.,oui,Gudila,séculier,laïc,femme,Gudila (1424)
conf.,oui,Gudwaldus,séculier,ecclésiastique,homme,Gudwaldus (1425)
conf.,non,Guethnocus,régulier,ecclésiastique,homme,Guethnocus (1426)
conf.,oui,Gumbertus,séculier,ecclésiastique,homme,Gumbertus (1427)
martyr,oui,Gumbertus,séculier,laïc,homme,Gumbertus (1428)
conf.,oui,Gumbertus,séculier,ecclésiastique,homme,Gumbertus (1429)
martyr,oui,Gumesindus,séculier,ecclésiastique,homme,Gumesindus (1430)
conf.,oui,Gummarus,séculier,laïc,homme,Gummarus (1431)
conf.,oui,Gundecharus,séculier,ecclésiastique,homme,Gundecharus (1432)
conf.,oui,Gundleius,séculier,laïc,homme,Gundleius (1433)
conf.,oui,Gundulfus,séculier,ecclésiastique,homme,Gundulfus (1434)
conf.,oui,Gundulfus,séculier,ecclésiastique,homme,Gundulfus (1435)
martyr,oui,Gunhardus,séculier,ecclésiastique,homme,Gunhardus (1436)
conf.,oui,Guntherus,régulier,ecclésiastique,homme,Guntherus (1437)
conf.,oui,Guntramnus,séculier,laïc,homme,Guntramnus (1438)
martyr,non,Gurias,séculier,laïc,homme,Gurias (1439)
conf.,oui,Gurthiernus,régulier,ecclésiastique,homme,Gurthiernus (1440)
conf.,oui,Guthlacus,régulier,ecclésiastique,homme,Guthlacus (1441)
conf.,oui,Hadalinus,régulier,ecclésiastique,homme,Hadalinus (1442)
conf.,oui,Hadeloga,régulier,ecclésiastique,femme,Hadeloga (1443)
conf.,oui,Hadoindus,séculier,ecclésiastique,homme,Hadoindus (1444)
conf.,oui,Hadrianus,séculier,ecclésiastique,homme,Hadrianus (1445)
conf.,oui,Hadrianus,séculier,ecclésiastique,homme,Hadrianus (1446)
conf.,oui,Hadrianus,régulier,ecclésiastique,homme,Hadrianus (1447)
martyr,oui,Hadrianus,séculier,laïc,homme,Hadrianus (1448)
martyr,oui,Hadrianus,séculier,ecclésiastique,homme,Hadrianus (1449)
conf.,oui,Hainmarus,séculier,ecclésiastique,homme,Hainmarus (1450)
martyr,oui,Halvardus,séculier,laïc,homme,Halvardus (1451)
conf.,oui,Hamon,régulier,ecclésiastique,homme,Hamon (1452)
conf.,oui,Hariolfus,séculier,ecclésiastique,homme,Hariolfus (1453)
conf.,oui,Harlindis,régulier,ecclésiastique,femme,Harlindis (1454)
conf.,oui,Hartmannus,séculier,ecclésiastique,homme,Hartmannus (1455)
conf.,oui,Hartwicus,séculier,ecclésiastique,homme,Hartwicus (1456)
conf.,oui,Haseka,régulier,laïc,femme,Haseka (1457)
conf.,oui,Hathebrandus,régulier,ecclésiastique,homme,Hathebrandus (1458)
conf.,oui,Hathumoda,régulier,ecclésiastique,femme,Hathumoda (1459)
martyr,oui,Hedestus,séculier,laïc,homme,Hedestus (1460)
conf.,oui,Hedwigis,séculier,laïc,femme,Hedwigis (1461)
conf.,oui,Hedwigis,séculier,laïc,femme,Hedwigis (1462)
conf.,oui,Heimeradus,séculier,ecclésiastique,homme,Heimeradus (1463)
martyr,non,Helena,séculier,laïc,femme,Helena (1464)
conf.,oui,Helena,séculier,laïc,femme,Helena (1465)
conf.,oui,Helena,régulier,laïc,femme,Helena (1466)
martyr,oui,Helena,séculier,laïc,femme,Helena (1467)
conf.,oui,Helena,séculier,laïc,femme,Helena (1468)
conf.,oui,Helena,régulier,laïc,femme,Helena (1469)
conf.,oui,Helenus,régulier,ecclésiastique,homme,Helenus (1470)
martyr,oui,Helerius,séculier,laïc,homme,Helerius (1471)
conf.,oui,Helia,séculier,laïc,femme,Helia (1472)
martyr,oui,Helianus,séculier,laïc,homme,Helianus (1473)
conf.,oui,Heliena,séculier,laïc,femme,Heliena (1474)
conf.,oui,Heliodorus,séculier,ecclésiastique,homme,Heliodorus (1475)
conf.,oui,Hemelina,régulier,ecclésiastique,femme,Hemelina (1476)
conf.,oui,Hemma,séculier,laïc,femme,Hemma (1477)
conf.,oui,Henricus,régulier,ecclésiastique,homme,Henricus (1478)
conf.,oui,Henricus,régulier,laïc,homme,Henricus (1479)
conf.,oui,Henricus,régulier,ecclésiastique,homme,Henricus (1480)
conf.,oui,Henricus,séculier,laïc,homme,Henricus (1481)
conf.,oui,Henricus,séculier,laïc,homme,Henricus (1482)
martyr,oui,Henricus,séculier,ecclésiastique,homme,Henricus (1483)
conf.,oui,Henricus,régulier,ecclésiastique,homme,Henricus (1484)
conf.,oui,Heraclius,séculier,ecclésiastique,homme,Heraclius (1485)
conf.,oui,Herbaudus,régulier,laïc,homme,Herbaudus (1486)
martyr,oui,Herculanus,séculier,ecclésiastique,homme,Herculanus (1487)
martyr,non,Herculanus,séculier,laïc,homme,Herculanus (1488)
conf.,oui,Heribaldus,séculier,ecclésiastique,homme,Heribaldus (1489)
conf.,oui,Heribertus,séculier,ecclésiastique,homme,Heribertus (1490)
conf.,oui,Herifridus,séculier,ecclésiastique,homme,Herifridus (1491)
conf.,oui,Herluca,séculier,laïc,femme,Herluca (1492)
conf.,oui,Herluinus,régulier,ecclésiastique,homme,Herluinus (1493)
martyr,oui,Hermagoras,séculier,ecclésiastique,homme,Hermagoras (1494)
conf.,oui,Hermannus,régulier,ecclésiastique,homme,Hermannus (1495)
conf.,oui,Hermas,séculier,laïc,homme,Hermas (1496)
martyr,oui,Hermenegildus,séculier,laïc,homme,Hermenegildus (1497)
conf.,oui,Hermenlandus,régulier,ecclésiastique,homme,Hermenlandus (1498)
martyr,oui,Hermes,séculier,laïc,homme,Hermes (1499)
martyr,non,Hermes,séculier,laïc,homme,Hermes (1500)
martyr,oui,Hermolaus,séculier,ecclésiastique,homme,Hermolaus (1501)
conf.,oui,Herveus,régulier,ecclésiastique,homme,Herveus (1502)
martyr,oui,Hesychius,séculier,laïc,homme,Hesychius (1503)
martyr,non,Hesychius,séculier,ecclésiastique,homme,Hesychius (1504)
martyr,non,Hieremias,séculier,laïc,homme,Hieremias (1505)
martyr,oui,Hieron,séculier,ecclésiastique,homme,Hieron (1506)
conf.,oui,Hieronymus,séculier,ecclésiastique,homme,Hieronymus (1507)
martyr,non,Hilaria,séculier,laïc,femme,Hilaria (1508)
martyr,non,Hilaria,séculier,laïc,femme,Hilaria (1509)
martyr,non,Hilarianus,régulier,ecclésiastique,homme,Hilarianus (1510)
conf.,oui,Hilarion,régulier,ecclésiastique,homme,Hilarion (1511)
martyr,non,Hilarius,séculier,ecclésiastique,homme,Hilarius (1512)
martyr,non,Hilarius,séculier,ecclésiastique,homme,Hilarius (1513)
martyr,oui,Hilarius,séculier,ecclésiastique,homme,Hilarius (1514)
conf.,oui,Hilarius,séculier,ecclésiastique,homme,Hilarius (1515)
conf.,oui,Hilarius,séculier,ecclésiastique,homme,Hilarius (1516)
conf.,oui,Hilarius,séculier,laïc,homme,Hilarius (1517)
conf.,oui,Hilarius,séculier,ecclésiastique,homme,Hilarius (1518)
conf.,oui,Hilarus,séculier,ecclésiastique,homme,Hilarus (1519)
conf.,oui,Hilarus,séculier,ecclésiastique,homme,Hilarus (1520)
conf.,oui,Hilarus,régulier,ecclésiastique,homme,Hilarus (1521)
conf.,oui,Hilda,régulier,ecclésiastique,femme,Hilda (1522)
conf.,oui,Hildeburgis,régulier,laïc,femme,Hildeburgis (1523)
conf.,oui,Hildefonsus,séculier,ecclésiastique,homme,Hildefonsus (1524)
conf.,oui,Hildegardis,régulier,ecclésiastique,femme,Hildegardis (1525)
conf.,oui,Hildegardis,séculier,laïc,femme,Hildegardis (1526)
conf.,oui,Hildegundis,régulier,ecclésiastique,femme,Hildegundis (1527)
conf.,oui,Hildegundis,séculier,laïc,femme,Hildegundis (1528)
conf.,oui,Hildelitha,régulier,ecclésiastique,femme,Hildelitha (1529)
conf.,oui,Hildevertus,séculier,ecclésiastique,homme,Hildevertus (1530)
conf.,non,Hildewardus,séculier,ecclésiastique,homme,Hildewardus (1531)
conf.,oui,Hildulfus,régulier,ecclésiastique,homme,Hildulfus (1532)
conf.,oui,Hiltrudis,séculier,laïc,femme,Hiltrudis (1533)
conf.,oui,Himelinus,séculier,ecclésiastique,homme,Himelinus (1534)
conf.,oui,Himerius,séculier,ecclésiastique,homme,Himerius (1535)
conf.,oui,Himerius,régulier,ecclésiastique,homme,Himerius (1536)
martyr,oui,Hippolytus,séculier,ecclésiastique,homme,Hippolytus (1537)
martyr,oui,Hippolytus,séculier,laïc,homme,Hippolytus (1538)
conf.,oui,Homobonus,séculier,laïc,homme,Homobonus (1539)
conf.,oui,Honoratus,séculier,ecclésiastique,homme,Honoratus (1540)
conf.,oui,Honoratus,séculier,ecclésiastique,homme,Honoratus (1541)
conf.,oui,Honoratus,régulier,ecclésiastique,homme,Honoratus (1542)
martyr,oui,Honorina,séculier,laïc,femme,Honorina (1543)
conf.,oui,Honorius,séculier,ecclésiastique,homme,Honorius (1544)
conf.,oui,Hormisdas,séculier,ecclésiastique,homme,Hormisdas (1545)
martyr,oui,Hormisdas,séculier,laïc,homme,Hormisdas (1546)
conf.,oui,Hospitius,régulier,ecclésiastique,homme,Hospitius (1547)
conf.,oui,Hostianus,séculier,ecclésiastique,homme,Hostianus (1548)
conf.,oui,Hoyldis,séculier,laïc,femme,Hoyldis (1549)
martyr,oui,Hroznata,régulier,ecclésiastique,homme,Hroznata (1550)
conf.,oui,Hucbertus,régulier,ecclésiastique,homme,Hucbertus (1551)
conf.,oui,Hucbertus,séculier,ecclésiastique,homme,Hucbertus (1552)
conf.,oui,Hugo,régulier,ecclésiastique,homme,Hugo (1553)
conf.,oui,Hugo,séculier,ecclésiastique,homme,Hugo (1554)
conf.,oui,Hugo,régulier,ecclésiastique,homme,Hugo (1555)
conf.,oui,Hugo,régulier,ecclésiastique,homme,Hugo (1556)
martyr,oui,Hugo,séculier,ecclésiastique,homme,Hugo (1557)
